GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Owners,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,Mine Type,Mining Method,"Mine Size
(Km2)","Mine Depth
(m)",Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Opening Year,Closing Year,Reason for Closure,Mine Site Status,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Primary Consumer, Destination Name","Primary Consumer, Destination GEM Wiki",Reported Coal Mine Methane Emissions (thousand tonnes CH4),Reported Coal Mine Methane Emissions (thousand tonnes CO2 equivalent),Year of Reported Coal Mine Methane Emissions,Reference Type,Source ID,Has mine boundary and methane emissions sources data,Has associated plume data,Has associated CMM mitigation data
M6357,1517478,United States,No. 75,,,Blue Diamond Coal Company,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2022,,,,Slemp,,Kentucky,Northern America,Americas,"37,079444","-83,14",Approximate,,,,,,,,,N,N,N
M6358,1519400,United States,No. 88,,,Blue Diamond Coal Company,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,Abandoned,,Vicco,,Kentucky,Northern America,Americas,"37,228333","-83,039167",Approximate,,,,,,,,,N,N,N
M6359,4608976,United States,No. 9,,,"Rockhouse Creek Development, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,Abandoned,,Mallory,,West Virginia,Northern America,Americas,"37,7325","-81,855556",Approximate,,,,,,,,,N,N,N
M7142,1519568,United States,No. 9 Mine,,,Joe Gibson; Harold Hurley; Danny Justus,,Bluestone Mining Company LLC,,,,,Underground,,,373,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"36,787222","-83,358056",Approximate,,,,,,,,,N,N,N
M6360,1517903,United States,No.17 Mine,,,"Harlan Cumberland Coal Co, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,,,Evarts,,Kentucky,Northern America,Americas,"36,900833","-83,112778",Approximate,,,,,,,,,N,N,N
M5716,1519775,United States,No.7 Coal Mine (KY),,,"Black Pearl Mining, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,,,Phelps,,Kentucky,Northern America,Americas,"37,426389","-82,160556",Approximate,,,,,,,,,N,N,N
M6361,3608850,United States,Nolo,,,Rosebud Mining Company,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Nolo,,Pennsylvania,Northern America,Americas,"40,553889","-78,977222",Approximate,,,,,,,,,N,N,N
M6362,3610015,United States,none,,,none,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Washington,,Pennsylvania,Northern America,Americas,"39,841389","-78,841389",Approximate,,,,,,,,,N,N,N
M6363,3608792,United States,North Branch,,,"RoxCoal, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2017,,Abandoned,,Clymer,,Pennsylvania,Northern America,Americas,"40,724167","-78,966667",Approximate,,,,,,,,,N,N,N
M6364,3609499,United States,NORTH BRANCH ROCK REFUSE DISPOSAL AREA,,,ROXCOAL INC.,,,,,,,Surface,,"0,19",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Indiana,,Pennsylvania,Northern America,Americas,"40,422222","-78,601667",Approximate,,,,,,,,,N,N,N
M3576,3610041,United States,North Fork Coal Mine,,,AK Steel Natural Resources LLC,,natural persons [100%],USA,,,,Underground,,,373,Estimate,,Estimate,Bituminous,,2013,2020,,,,,Somerset County,Pennsylvania,Northern America,Americas,"40,119513","-79,060007",Exact,,,,,,,,,N,N,N
M4569,4609583,United States,North Fork Winifrede Deep Mine,,,Greenbrier Minerals LLC,,Coronado Global Resources Inc [100%],Australia,,,,Underground,,,373,Estimate,43,Exact,Bituminous,,2019,2024,,,,Logan County,Logan County,West Virginia,Northern America,Americas,"37,8545321","-81,9698053",Approximate,,,,,,,,,N,N,N
M6366,1519657,United States,North Knottsville Mine,,,"Western Kentucky Minerals, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Knottsville,,Kentucky,Northern America,Americas,"37,756111","-86,893889",Approximate,,,,,,,,,N,N,N
M6367,3608516,United States,North Mahanoy Bank,,,"Waste Management & Processors, Inc.",,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2017,,Abandoned,,Mahanoy City,,Pennsylvania,Northern America,Americas,"41,750278","-76,216944",Approximate,,,,,,,,,N,N,N
M2542,4607165,United States,North Surface Coal Mine,,,Lexington Coal Company LLC,,"Lexington Coal Holdings, Inc",USA,,0,,Surface,,,75,Estimate,,Estimate,Bituminous,,1986,2021,,,Appalachia,Dingess,,West Virginia,Northern America,Americas,"37,795","-82,154722",Exact,,,,,,,,,N,N,N
M6369,3610419,United States,Northampton Fuel Supply Co. Inc.,,,Northampton Generating Company,,,,,,,Surface,,"0,35",75,Estimate,,,Anthracite,,,2023,,,,Northampton,,Pennsylvania,Northern America,Americas,"40,989891","-79,277836",Approximate,,,,,,,,,N,N,N
M6370,504918,United States,Northfield,,,Northfield Partners LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,Abandoned,,FLORENCE,,Colorado,Northern America,Americas,"38,461111","-105,137778",Approximate,,,,,,,,,N,N,N
M6371,4103660,United States,Oak Hill Strip,,,Luminant Mining Company LLC,,,,,,,Surface,,"105,28",75,Estimate,,,Lignite,,,2020,,Abandoned,,Henderson,,Texas,Northern America,Americas,"32,216389","-94,733056",Approximate,,,,,,,,,N,N,N
M7143,3304774,United States,Oak Hill Tipple,,,,,Waterloo Coal Co. Inc.,,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Ohio,Northern America,Americas,"39,473889","-82,701389",Approximate,,,,,,,,,N,N,N
M3578,1519585,United States,OAM 30 Coal Mine,,,Orr Auger Mining,,Orr Auger Mining,USA,,0,,Surface,,"0,07",75,Estimate,,Estimate,Bituminous,,,2020,,Abandoned,,,,Kentucky,Northern America,Americas,"37,019167","-82,355833",Exact,,,,,,,,,N,N,N
M3579,1517871,United States,OAM 40 Coal Mine,,,Orr Auger Mining LLC,,natural persons [100%],USA,,0,,Surface,Open Pit,,75,Estimate,,Estimate,Bituminous,,1996,2023,,,,,Knox County,Kentucky,Northern America,Americas,"36,775556","-83,92",Exact,,,,,,,,,N,N,N
M6372,1103207,United States,Old Ben #25,,,S.I. Energy LLC,,,,,,,Surface,,"2,15",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Thompsonville,,Illinois,Northern America,Americas,"37,896999","-88,831387",Approximate,,,,,,,,,N,N,N
M6373,1519740,United States,Old Way#1,,,"ACPKY1,LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Maplesville,,Kentucky,Northern America,Americas,"37,1475","-84,011389",Approximate,,,,,,,,,N,N,N
M6374,3607630,United States,Olde Buck Mine,,,Olde Buck Run Coal Company Inc,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2019,,Abandoned,,Buck Run,,Pennsylvania,Northern America,Americas,"40,706667","-76,292778",Approximate,,,,,,,,,N,N,N
M6375,4407306,United States,OMM,,,Estep Coal Company Inc,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2020,,,,McClure,,Virginia,Northern America,Americas,"37,106667","-82,395833",Approximate,,,,,,,,,N,N,N
M6376,3609005,United States,Ondo Extension Mine,,,Rosebud Mining Company,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Brush Valley,,Pennsylvania,Northern America,Americas,"40,560833","-79,085833",Approximate,,,,,,,,,N,N,N
M6377,1519624,United States,Orchard Br #1,,,Blackhawk Mining LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Banner,,Kentucky,Northern America,Americas,"37,553611","-82,751389",Approximate,,,,,,,,,N,N,N
M1620,1519405,United States,Orchard Branch No. 89 Coal Mine,,,Blue Diamond Coal Company,,Sev.en Global Investments AS,Liechtenstein,,"0,16",,Underground,,,373,Estimate,79,Exact,Bituminous,,2015,2022,,,Appalachia,,,Kentucky,Northern America,Americas,"37,176544","-83,110364",Exact,,,,,,,,,N,N,N
M6379,1100628,United States,Orient #4 Mine,,,Pittsburgh Energy LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,,,Marion,,Illinois,Northern America,Americas,"37,795556","-88,875",Approximate,,,,,,,,,N,N,N
M6380,3610104,United States,Outlaw Coal Co.,,,Outlaw Coal Co.,,,,,,,Surface,,"3,77",75,Estimate,,,Lignite,,,2020,,Abandoned,,Jonestown,,Pennsylvania,Northern America,Americas,"40,703333","-76,275",Approximate,,,,,,,,,N,N,N
M6381,1519008,United States,Owls Nest Job #8,,,B & W Resources Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Hyden,,Kentucky,Northern America,Americas,"37,174722","-83,364167",Approximate,,,,,,,,,N,N,N
M6382,3304213,United States,Oxford Mining #2,,,Oxford Mining Co LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Adamsville,,Ohio,Northern America,Americas,"40,066389","-81,866389",Approximate,,,,,,,,,N,N,N
M6383,1519102,United States,P-1,,,"Montana Bakken, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,,,Pathfork,,Kentucky,Northern America,Americas,"36,703889","-83,396389",Approximate,,,,,,,,,N,N,N
M6384,1519683,United States,P.Ridge Mine-South Pit,,,"Western Kentucky Minerals, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Pleasant Ridge,,Kentucky,Northern America,Americas,"37,580556","-86,986944",Approximate,,,,,,,,,N,N,N
M3582,4609544,United States,P610 Mine,,,Holy Smoke Coal,,Holy Smoke Coal,USA,,,,,,,75,Estimate,,,Bituminous,,,,,,,,,,Northern America,Americas,"37,848611","-86,781111",Exact,,,,,,,,,N,N,N
M3583,3610275,United States,Packer Strip Mine,,,Hynoski Brothers Excavating Inc,,natural persons [100%],USA,,0,,Surface,Open Pit,"1,42",75,Estimate,21,Estimate,Anthracite,,,2021,,Abandoned,,,,Pennsylvania,Northern America,Americas,"40,799722","-76,261944",Exact,,,,,,,,,N,N,N
M6386,3606602,United States,Packer Stripping,,,Shenandoah Mining Co.,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2017,,Abandoned,,Shenandoah,,Pennsylvania,Northern America,Americas,"40,800556","-76,258333",Approximate,,,,,,,,,N,N,N
M7144,4407412,United States,Page #1,,,Jerry Farmer; Bobby Ketron,,Mountain Fuels Inc.,,,,,Surface,,,75,Estimate,,,Anthracite,,,2024,,Abandoned,,,,Virginia,Northern America,Americas,"37,18","-81,994444",Approximate,,,,,,,,,N,N,N
M6387,3609042,United States,Palmerton Mine,,,Rosebud Mining Company,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,Abandoned,,Black Lick,,Pennsylvania,Northern America,Americas,"40,466389","-79,175833",Approximate,,,,,,,,,N,N,N
M2557,1517741,United States,Paradise #9 Coal Mine,,,Kentucky Land Resources Inc,,American Consolidated Natural Resources Inc,USA,,,,Underground,Longwall,,373,Estimate,,Estimate,Bituminous,,,2019,,Abandoned,,Illinois Basin,Muhlenberg County,Kentucky,Northern America,Americas,"37,26541058","-86,98724429",Exact,,,,"5,6","463,6",2019,national government data,,N,N,N
M6388,4609193,United States,Parker Peerless Mine,,,Marfork Coal Company Inc,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,,,Naoma,,West Virginia,Northern America,Americas,"37,865556","-81,5225",Approximate,,,,,,,,,N,N,N
M6389,1519358,United States,Parkway Mine,,,"Armstrong Coal Company, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2017,,,,Central City,,Kentucky,Northern America,Americas,"37,291389","-87,051944",Approximate,,,,"1,7","144,9",2016,national government data,,N,N,N
M6390,1519549,United States,Pathfork,,,"Nally & Hamilton Enterprises, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Caloway,,Kentucky,Northern America,Americas,"36,721944","-83,453056",Approximate,,,,,,,,,N,N,N
M6391,3605471,United States,Patterson Strip,,,Daniel J. Patterson,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Mcclellandtown Road,,Pennsylvania,Northern America,Americas,"39,904167","-79,849722",Approximate,,,,,,,,,N,N,N
M7145,4608904,United States,Patton No 11,,,Rockway International LLC,,"DFM Coal, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,West Virginia,Northern America,Americas,"37,585556","-81,978333",Approximate,,,,,,,,,N,N,N
M3585,1519842,United States,Paw Paw 2 Coal Mine,,,Banner Blue Coal Company,,Metinvest BV,The Netherlands,,,,Underground,,,373,Estimate,4,Exact,Bituminous,,2018,2024,,,,,,Kentucky,Northern America,Americas,"37,438056","-82,110833",Exact,,,,,,,,,N,N,N
M6392,4406685,United States,Paw Paw Mine,,,Banner Blue Coal Company,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,Hurley,,Virginia,Northern America,Americas,"37,437778","-82,095556",Approximate,,,,,,,,,N,N,N
M6393,3605396,United States,Peach Mt. Strip,,,Reading Anthracite Co.,,,,,,,Surface,,"0,45",75,Estimate,,,Anthracite,,,2022,,Abandoned,,Minersville,,Pennsylvania,Northern America,Americas,"40,689444","-76,277778",Approximate,,,,,,,,,N,N,N
M6394,4609337,United States,Peerless No. 1 Deep Mine,,,"ERP Environmental Fund, Inc.",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2023,,Abandoned,,Calvin,,West Virginia,Northern America,Americas,"38,301667","-80,8325",Approximate,,,,,,,,,N,N,N
M6395,1519711,United States,Pegs Branch,,,DALCO CORPORATION,,,,,,,Surface,,"0,98",75,Estimate,,,Bituminous,,,2023,,Abandoned,,Belfry,,Kentucky,Northern America,Americas,"37,627295","-82,281844",Approximate,,,,,,,,,N,N,N
M6396,3610006,United States,Penn Hills Development (PA WREBT),,,Walmart Real Estate Business Trust,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Penn Hills,,Pennsylvania,Northern America,Americas,"40,677778","-79,999722",Approximate,,,,,,,,,N,N,N
M6397,3610017,United States,Penn Hills Development (PA WSI),,,Wal-Mart Stores Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Penn Hills,,Pennsylvania,Northern America,Americas,"40,677778","-79,999722",Approximate,,,,,,,,,N,N,N
M6398,301569,United States,Penny #1,,,Comer Mining Company,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2017,,Abandoned,,Midland,,Arkansas,Northern America,Americas,"35,100278","-94,34",Approximate,,,,,,,,,N,N,N
M3587,1519396,United States,Persimmon Branch Surface Mine,,,"Clintwood JOD, LLC",,,,,,,Surface,,"1,02",75,Estimate,,,Bituminous,,,2023,,Abandoned,,Stopover,,Kentucky,Northern America,Americas,"37,501564","-82,042326",Approximate,,,,,,,,,N,N,N
M6399,1519382,United States,Phoenix (KY),,,Mt. Sterling Energy Mining,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,,,"Pikeville, KY",,Kentucky,Northern America,Americas,"37,671581","-82,31135",Approximate,,,,,,,,,N,N,N
M6400,3609405,United States,PHOENIX (PA),,,BOCA Coal Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Finleyville,,Pennsylvania,Northern America,Americas,"40,279444","-80,022222",Approximate,,,,,,,,,N,N,N
M6401,1519822,United States,Pigeon Roost,,,"JRL Coal, INC.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Williamsburg,,Kentucky,Northern America,Americas,"36,614167","-84,1475",Approximate,,,,,,,,,N,N,N
M1055,4601816,United States,Pinnacle Coal Mine,,,Pinnacle Mining Co LLC,,natural persons [100%],USA,,,,Underground,,,373,Estimate,355,Exact,Bituminous,,1950,2024,,Abandoned,Appalachia,Pineville,Wyoming County,West Virginia,Northern America,Americas,"37,558406","-81,511253",Exact,,,,"26,7","2218,9",2018,national government data,,N,N,Y
M6402,3608504,United States,Pioneer #1,,,Warren C Hartman Contractor,,,,,,,Surface,,"1,42",75,Estimate,,,Bituminous,,,2020,,Abandoned,,Frenchville,,Pennsylvania,Northern America,Americas,"41,085488","-77,938569",Approximate,,,,,,,,,N,N,N
M6403,3609160,United States,Pittsburgh Project,,,"PDG Land Development, Inc.",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2016,,Abandoned,,Pittsburgh,,Pennsylvania,Northern America,Americas,"40,441284","-79,983796",Approximate,,,,,,,,,N,N,N
M6404,4609154,United States,Pocahontas Mine,,,Greenbrier Minerals LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2019,,,,Rupert,,West Virginia,Northern America,Americas,"38,016667","-80,631944",Approximate,,,,,,,,,N,N,N
M6405,1507010,United States,POINT ROCK MINE,,,KOW MINING LLC,,,,,,,Surface,,"6,27",75,Estimate,,,Bituminous,,,2023,,Abandoned,,Phelps,,Kentucky,Northern America,Americas,"37,540575","-82,178058",Approximate,,,,,,,,,N,N,N
M7042,1514324,United States,Pontiki Plant,,,"Lexington Coal Holdings, Inc",,"Lexington Coal Company, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"37,728333","-82,519722",Approximate,,,,,,,,,N,N,N
M3593,1519806,United States,Poplar Grove Coal Mine,,,Hartshorne Mining LLC,,Paringa Resources,USA,,"0,24",,Underground,,,373,Estimate,94,Estimate,Bituminous,,,2020,,Abandoned,,,,Kentucky,Northern America,Americas,"37,470833","-87,251944",Exact,,,,,,,,,N,N,N
M6407,4608885,United States,Poplar Ridge No 1 Deep Mine,,,Brooks Run Mining Company LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2015,,,,Cowen,,West Virginia,Northern America,Americas,"38,466111","-80,656944",Approximate,,,,,,,,,N,N,N
M6408,103321,United States,Poplar Springs,,,Centennial Natural Resources LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2019,,Abandoned,,Navoo,,Alabama,Northern America,Americas,"34,0075","-87,401389",Approximate,,,,,,,,,N,N,N
M6409,4609518,United States,Pounding Mill Surface Mine,,,"HAMPDEN COAL, LLC",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,MAN,,West Virginia,Northern America,Americas,"37,736111","-81,865",Approximate,,,,,,,,,N,N,N
M6410,1519598,United States,Poundmill Mine No 90,,,Blue Diamond Coal Company,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,Abandoned,,Viper,,Kentucky,Northern America,Americas,"37,160556","-83,151667",Approximate,,,,,,,,,N,N,N
M6411,4609547,United States,Powdermill Auger #1,,,"Calcutta Energy, Inc",,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,Fort Gay,,West Virginia,Northern America,Americas,"38,048056","-81,020556",Approximate,,,,,,,,,N,N,N
M6412,4608762,United States,Powellton Tunnel,,,Rockwell Mining LLC,,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,,,Wharton,,West Virginia,Northern America,Americas,"37,841111","-81,512222",Approximate,,,,,,,,,N,N,N
M4665,3610384,United States,Powerline Job Coal Mine,,,Swisher Contracting Inc,,natural persons [100%],USA,,,,Surface,,,75,Estimate,5,Exact,Bituminous,,2022,2024,,,,,Clearfield County,Pennsylvania,Northern America,Americas,"41,08598117","-78,32701616",Exact,,,,,,,,,N,N,N
M6413,103102,United States,Pratt No. 1 Mine,,,"North Pratt Mining, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2016,,Abandoned,,Graysville,,Alabama,Northern America,Americas,"33,616389","-86,991944",Approximate,,,,,,,,,N,N,N
M3596,103101,United States,Pratt No.1 Coal Mine,,,Iron Eagle Land Rehabilitation LLC,,natural persons [100%],USA,10,,2023,Underground,,,373,Estimate,8,Exact,Bituminous,,1997,2025,,Unknown,,Graysville,Jefferson County,Alabama,North America,Americas,"33,630278","-86,982222",Exact,,,,,,,,,N,N,N
M7146,1505106,United States,Preparation Plant,,,"Lexington Coal Holdings, Inc",,"Lexington Coal Company, LLC",,,,,Surface,,,75,Estimate,,,Bituminous,,,2024,,Abandoned,,,,Kentucky,Northern America,Americas,"37,741667","-82,538333",Approximate,,,,,,,,,N,N,N
M6414,4405265,United States,Preparation Plant #1,,,Ambrose Branch Coal Company Inc,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2015,,Abandoned,,Wise,,Virginia,Northern America,Americas,"37,041667","-82,591667",Approximate,,,,,,,,,N,N,N
M1395,1519744,United States,Pride Coal Mine,Survant Mine,,Muhlenberg County Coal Resources Inc,,American Consolidated Natural Resources Inc,USA,,,,Underground,Longwall,,373,Estimate,208,Exact,Bituminous,,2015,2024,,,Illinois Basin,,Muhlenberg County,Kentucky,Northern America,Americas,"37,291389","-87,051667",Exact,,,,"7,8","643,8",2023,national government data,1011739,N,N,N
M2725,3603047,United States,Primrose Operation (Jeddo-Highland),,,Jeddo-Highland Coal Company,,,,,,,Surface,,,75,Estimate,,,Anthracite,,,2017,,Abandoned,,Mahanoy City,,Pennsylvania,Northern America,Americas,"40,805","-76,241667",Approximate,,,,,,,,,N,N,N
M6415,3608346,United States,Primrose Slope,,,Carline Coal Co. Inc.,,,,,,,Underground,,,373,Estimate,,,Anthracite,,,2017,,,,Valley View,,Pennsylvania,Northern America,Americas,"40,613889","-76,551944",Approximate,,,,,,,,,N,N,N
M6416,1519097,United States,Process Energy,,,"Sidney Coal Company, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2017,,,,Sidney,,Kentucky,Northern America,Americas,"37,665278","-82,384167",Approximate,,,,"3,3","274,6",2016,national government data,,N,N,N
M6417,3304653,United States,Productivity Mine,,,American Energy Corporation,,,,,,,,,,,,,,,,,2016,,Abandoned,,Beallsville,,Ohio,Northern America,Americas,"39,8494424","-81,0391571",Approximate,,,,,,,,,N,N,N
M7147,3610204,United States,Prospect Bank Operation,,,Brynfa Associates; Tedesco Corp; Louis Pagnotti Inc,,"Pagnotti Enterprises, Inc.",,,,,Surface,,,75,Estimate,,,Anthracite,,,2024,,Abandoned,,,,Pennsylvania,Northern America,Americas,41,-75,Approximate,,,,,,,,,N,N,N
M6418,4003177,United States,Prosperity Mine No. 1,,,"Prosperity Coal, LLC",,,,,,,Underground,,,373,Estimate,,,Bituminous,,,2018,,Abandoned,,Clairfield,,Tennessee,Northern America,Americas,"36,559444","-83,882778",Approximate,,,,,,,,,N,N,N
M4613,1517979,United States,Quality 2 Coal Mine,,,Quality Coal LLC,,natural persons [100%],USA,,,,Underground,,,373,Estimate,17,Exact,Bituminous,,1997,2024,,,Appalachia Central,,Pike County,Kentucky,Northern America,Americas,"37,444722","-82,252222",Exact,,,,,,,,,N,N,N
M2560,3608746,United States,Quecreek #1 Mine,,,RoxCoal Inc,,Quintana Capital Group GP Ltd [100%],USA,16,,2025,Underground,,,373,Estimate,0,Exact,Bituminous,,1998,2025,,Unknown,Appalachia,Somerset,Somerset County,Pennsylvania,North America,Americas,"40,089444","-79,083333",Exact,,,,,,,,,N,N,N
M6419,4608869,United States,Quincy Manufactured Home Park,,,Development Services Inc,,,,,,,Surface,,"0,11",75,Estimate,,,Bituminous,,,2021,,Abandoned,,Cabin Creek,,West Virginia,Northern America,Americas,"38,216389","-81,503889",Approximate,,,,,,,,,N,N,N
M4621,4609599,United States,Quinwood No. 1 Deep Mine,,,Quinwood Coal Company LLC,,natural persons [100%],USA,,,,Underground,,,373,Estimate,33,Exact,Bituminous,,2020,2024,,,Appalachia Central,,Nicholas County,West Virginia,Northern America,Americas,"38,1735883","-80,7266051",Approximate,,,,,,,,,N,N,N
M6420,4407239,United States,R251 (Flat Rock Surface),,,"Revelation Energy, LLC",,,,,,,Surface,,"1,79",75,Estimate,,,Bituminous,,,2023,,,,Honaker,,Virginia,Northern America,Americas,"37,083611","-81,983611",Approximate,,,,,,,,,N,N,N
